category,name,details_raw,website
Fund Managers,10th Capital Investments Limited,"P.O.Box 7788, Accra-North | Y21B Agostinho Neto Road, Airport Residential, Accra, Ghana | 0209104369 | 10thcapital.investments | info@10thcapital.investments",https://10thcapital.investments
Investment Advisory,Zinari Capital Limited,"P.O Box 62, Teshie-Nungua, Accra | 10 Abafum Cresent, Labone, Accra | 0244230162 | Zinaricapital.com | info@zinaricapital.com",https://Zinaricapital.com
Crowdfunding Platforms,Grow For Me Limited,"P.o.Box LG 396, Legon, Accra | Agbogba Avenue, Haatso, Greater Accra, Ghana. GM -049-2052 | 0242561793/0504561793 | www.growforme.com | nana@growforme.com",https://www.growforme.com
Crowdfunding Platforms,Obotan Limited,"Mahama Road, Tse-Addo, Roundabout, Accra, Ghana | Mahama Road, Tse-Addo, Roundabout, Accra, Ghana | 0552708020/0248877683 | www.obotanplc.com | obotanco@gmail.com",https://www.obotanplc.com
Crowdfunding Platforms,Propartners Exchange Limited,"J 202 A/6 Venees House, Kpakpo Wulu Nungua, Accra -GZ-024-5755 | Nungua | 0208230043 | www.propartners54.com | info@propartners.com.gh",https://www.propartners54.com
Crowdfunding Platforms,Regulus Investment and Financial Services Gh Ltd,"P.o.Box, AH 1240, Achimota, C133/21 Saflo Street Abelemkpe, Accra, Ghana. | HNo 2B Mayfair Residency, 16 Saflo Behind Lincoln School. | 0554344493/0501089833 | www.venture.regulus.finance.com | contact@regulus.finance",https://www.venture.regulus.finance.com
Crowdfunding Intermediaries,Grow For Me Limited,"P.o.Box LG 396, Legon, Accra | Agbogba Avenue, Haatso, Greater Accra, Ghana. GM -049-2052 | 0242561793 | www.growforme.com | nana@growforme.com",https://www.growforme.com
Crowdfunding Intermediaries,Obotan Limited,"Mahama Road, Tse-Addo, Roundabout, Accra, Ghana | Mahama Road, Tse-Addo, Roundabout, Accra, Ghana | 0552708020/0248877683 | www.obotanplc.com | obotanco@gmail.com",https://www.obotanplc.com
Crowdfunding Intermediaries,Propartners Exchange Limited,"J 202 A/6 Venees House, Kpakpo Wulu Nungua, Accra -GZ-024-5755 | Nungua | 0208230043 | www.propartners54.com | info@propartners.com.gh",https://www.propartners54.com
Crowdfunding Intermediaries,Regulus Investment and Financial Services Gh Ltd,"P.o.Box, AH 1240, Achimota, C133/21 Saflo Street Abelemkpe, Accra, Ghana. | HNo 2B Mayfair Residency, 16 Saflo Behind Lincoln School. | 0554344493/0501089833 | www.venture.regulus.finance.com | contact@regulus.finance",https://www.venture.regulus.finance.com
Primary Dealers,Absa Bank Ghana Limited,"P.O Box GP 2949 | Head Office,Executive floor, High Street | +233302662472 | www.gh.absa.africa | ghanasecurities@barclays.com",https://www.gh.absa.africa
Primary Dealers,ARB Apex Bank Limited,"P.O Box GP 20321 | No. 5, 9th Road, Gamel Abdul Naser Avenue, South Ridge | (0302)-772260 | www.arbapexbank.com | apex@arbapexbank.com",https://www.arbapexbank.com
Primary Dealers,CAL Bank Limited,P.O Box 14596 | 23 Independence Avenue | (0302)-680061 | www.calbank.net | calbank@calbank.net,https://www.calbank.net
Primary Dealers,Consolidated Bank Ghana Limited,"P.O. Box PMB CT 363, cantonment Accra | 1st Floor, Manet Tower, 3 Airport City, Accra | 0302634240 | cbg.com.gh | info@cbg.com.gh",https://cbg.com.gh
Primary Dealers,Ecobank Ghana Limited,"P. O. Box AN 16746 Accra Ghana | 19, Seventh Avenue, Ridge West | (0302)-680421 | www.ecobank.com | allebg-treasury@ecobank.com",https://www.ecobank.com
Primary Dealers,Fidelity Bank Ghana Limited,PMB 43 | Ridge Towers | (0302)-214490 | www.fidelitybank.com.gh | fbglcustody@myfidelitybank.net,https://www.fidelitybank.com.gh
Primary Dealers,GCB Bank Ltd,"P.O Box 134 | Commercial Bank Building, Thorpe Road, High Street | (0302)-672852 | www.gcb.com.gh | shares@gcb.com.gh",https://www.gcb.com.gh
Primary Dealers,Soceite Generale Ghana Limited,"P.O. Box 13119 Accra, Ghana | 2nd Crescent, Royal Castle RD, Ring Road Central, Kokomlemle | (0302)-202001 | www.societegenerale.com.gh | sg-ssb.info@socgen.com",https://www.societegenerale.com.gh
Primary Dealers,Stanbic Bank Ghana Limited,"P.O Box CT 2344, Cantonments | Valco Trust Towers, Castle Road, Ridge West | (0302)-687670 - 8 | www.stanbic.com.gh | stanbicghana@stanbic.com.gh",https://www.stanbic.com.gh
Primary Dealers,Standard Chartered Bank Ghana Ltd.,"P.O Box 768 | Head Office, High Street Building | (0302)-664591 | www.standardchartered.com | Premierservice.gh@sc.com",https://www.standardchartered.com
Issuing Houses,Absa Bank Ghana Limited,"P. O. Box GP 2949 | Absa House, J.E. Atta-Mills High Street Accra, Greater Accra Region | 0302429150/0302675285 | www.absa.com.gh | service.excellence.GH@absa.africa",https://www.absa.com.gh
Issuing Houses,Algebra Securities Limited,"P.o.Box GP 18469, Accra Ghana | 5th Floor Nester Square, North Liberation Link Airport City | 0302-778552 | algebrasecurities.com.gh | info@algebracapital.com",https://algebrasecurities.com.gh
Issuing Houses,Amber Securities Ltd,"P.o.Box PMB 45 Accra, Ghana | 2nd Floor Heritage Tower Ridge | 0302679761 | amber.com.gh | securities@amber.com.gh",https://amber.com.gh
Issuing Houses,Black Star Brokerage Limited,"PMB 59, Osu | The Rhombus, Plot No. 24 24 Tumu Avenue, Kanda Estates Accra, Ghana | +233 302 227 698 | www.blackstarbrokerage.com.gh | bright.asarebediako@blackstarbrokerage.com.gh",https://www.blackstarbrokerage.com.gh
Issuing Houses,CALBANK PLC,"23 Independence Avenue, Accra P. O. Box 14596 Accra - Ghana | Independence Avenue, Accra | 0302680061 / 0302680069 | cpfd@calbank.net",
Issuing Houses,Chapel Hill Denham Securities (Ghana) Limited,"Suite 2, Labone Office Park, N. Sithole | Labone | 0302766865 | www.chapelhilldenham.com | ghana.info@chapelhilldenham.com",https://www.chapelhilldenham.com
Issuing Houses,Consolidated Bank Ghana Limited,"First Floor, Manet Towers Plot 27, Liberation Link, Accra PMB CT 363, Accra | First Floor, Manet Towers Plot 27, Liberation Link, Accra PMB CT 363, Accra | 0302216000 | www.cbg.com.gh | talktous@cbg.com.gh",https://www.cbg.com.gh
Issuing Houses,Databank Brokerage limited,"PMB, Ministries Accra | No.61 Barnes Road Adabraka Accra | 0302 610610 | www.databankgroup.com | info@databankgroup.com",https://www.databankgroup.com
Issuing Houses,EDC Stockbrokers Ltd,"2nd Morocco lane off independence Avenue. | 2nd Floor Ecobank Head Office, Accra, Ghana. | 0302634165 | www.ecobank.com | esl@ecobank.com",https://www.ecobank.com
Issuing Houses,Fidelity Bank Ghana limited,"PMB 43 Cantonments, Accra, Ghana | Ridge Tower - Ridge, ACCRA GHANA | 0302214490 | www.fidelitybank.com.gh | wecare@myfidelitybank.net",https://www.fidelitybank.com.gh
Issuing Houses,Fincap Securities Ltd,"P.o.Box MP 2399 Mamprobi Accra. | The Investment House 18, No 1 Fetreke Street, Airport West Accra. | 0208241184/0244884884 | www.fincaps.net | info@fincaps.net",https://www.fincaps.net
Issuing Houses,First Atlantic Bank Ghana Limited,"Atlantic Place No. 1 Seventh Avenue, Ridge West, Accra. P. O. Box CT 1620 Cantonments Accra | Atlantic Place No. 1 Seventh Avenue, Ridge West, Accra | 0302682203 | www.firstatlanticbank.com.gh | info@firstatlanticbank.com.gh",https://www.firstatlanticbank.com.gh
Issuing Houses,First National Bank Ghana Ltd,"P. O. Box TU 23 Accra, Ghana | 6th Floor, Accra Financial Centre, Corner of Independence Avenue &amp; Liberia Road | 0242435050 | www.firstnationalbank.com.gh | info@firstnationalbank.com.gh",https://www.firstnationalbank.com.gh
Issuing Houses,GCB Bank Plc,"P.O. Box 134, ACCRA GHANA | Head Office, No. 2 Thorpe Road | 0302668656 | www.gcbbank.com.gh | shares@gcb.com.gh",https://www.gcbbank.com.gh
Issuing Houses,GCB Capital Ltd,"P. O. Box 134, Accra, Ghana | 49 Ndabaningi Sithole Rd Labone, Accra | 0302667171/ 0302663964 | https://www.gcbcapital.com.gh/contact-us/ | gclfunds@gcb.com.gh / gcl-ops@gcb.com.gh",https://www.gcbcapital.com.gh/contact-us/
Issuing Houses,IC Securities limited,"NO. 2, 2nd Ridge Link, North Ridge, Accra, Ghana | North Ridge | 030252621 | www.icsecurities.com | icsecurities@icsecurities.com",https://www.icsecurities.com
Issuing Houses,Investment Securities Practice Ltd,"P.o.Box, AF 2633, Adenta | H/N 5 Near Fiesta Royale Hotel, Dzorwulu | 0248547667/0202926229 | admin@investsecurities.net",
Issuing Houses,Laurus Africa Securities Ltd,"P.o. Box 1845, Osu, Accra | No.2, Dr. Isert Street, North Ridge, Accra | 0244459274/0244131272 | www.laurusafrica.com | info@laurusafrica.com",https://www.laurusafrica.com
Issuing Houses,Republic Investments (Ghana) Ltd,"P.o.Box CT 4603 Cantonments, Accra | Head Office, North Ridge, Accra | 0303944330 | www.republicinvestmentsgh.com | investments@republicghana.com",https://www.republicinvestmentsgh.com
Issuing Houses,Sarpong Capital Markets LTD,P.O.Box CT 10881 Cantonments Accra | 2nd Almond Avenue &amp; 21 Boundary Road East Legon | 0540122295 | www.sarpongcapital.com | compliance@sarpongcapital.com,https://www.sarpongcapital.com
Issuing Houses,Sentinel Global Advisers Ltd,"PMB CT 188 Cantonments Ghana | H/No.1A, Alema Avenue, Adjacent Meridian Apartments, Airport Residential Area | +233 256573133 | https://sentinelglobal.com/ | info@sentinelglobal.com",https:// https://sentinelglobal.com/ 
Issuing Houses,Stanbic Bank Ghana Limited,"P.O Box CT 2344, Cantonments | Valco Trust Towers, Castle Road, Ridge West | (0302)-687670 - 8 | www.stanbic.com.gh | stanbicghana@stanbic.com.gh",https://www.stanbic.com.gh
Issuing Houses,Standard Chartered Bank Ghana Plc.,"P.O Box 768 | Head Office, High Street | &quot;+233 302633427 +233 302633428 +233 302633429&quot; | www.sc.com/gh | Premierservice.gh@sc.com",https://www.sc.com/gh
Issuing Houses,Strategic African Securities Ltd,"14th Floor, World Trade Centre, Independence Avenue. P.o.Box KA 16446, Accra Ghana. | 14th Floor, World Trade Center Building, Independence Avenue | 0302661772 | www.sasghana.com | info@sasghana.com",https://www.sasghana.com
Issuing Houses,Teak Tree Brokerage Ltd,"P.o.Box AN 5879, Accra- Ghana | F380/4 Osu La Crescent, Nyaniba Estate, Osu Accra. | 0302978838/ 0501681675 | www.ttbghana.com | info@ttbghana.com",https://www.ttbghana.com
Issuing Houses,Temple Investments limited,"P.O.Box CT 9828 Cantonment | F180/6, 3rd Labone link labone,Accra | 0303 931514 | www.templeinvestment.com | info@templeinvestment.com",https://www.templeinvestment.com
Custodians,ABSA Bank Ghana LTD,"P.O. BOX GP 2429 Okaishie - Accra | Plot No 79,ABSA House,Prof Atta Mills High Street, Provost Laing Lane GA-226-9244 | 0302 664 004/ 0302 662 009 | www.absa.com.gh | service.excellence.GH@absa.africa",https://www.absa.com.gh
Custodians,Access Bank (Ghana) Plc,"P.O Box GP 353 | Starlets &#039;91 Road, Opp. Accra Sports Stadium | (0)302 661613, (0)302 661624 | www.ghana.accessbankplc.com | info_gh@accessbankplc.com",https://www.ghana.accessbankplc.com
Custodians,Agricultural Development Bank PLC,"P.O Box 4191 Ridge | Accra Financial Centre, 3rd Ambassodorial Development Area, Ridge - Accra | 0552569491 / 0552569487 | agricbank.com | customercare@agricbank.com",https://agricbank.com
Custodians,CalBank Plc,"P.O Box 14596, Accra | No. 23 Independence Avenue, Accra | 0302661260 | calbank.net | custodyservices@calbank.net",https://calbank.net
Custodians,Consolidated Bank Ghana LTD,"PMB CT 363 Cantonments Accra | South Liberation Link, Manet Tower 3, Airport City - Accra | 03002216000 | cbg.com.gh | talktous@cbg.com.gh",https://cbg.com.gh
Custodians,Ecobank Ghana Plc,"PMB, General Post Office Accra Ghana | 2 Morocco Lane, Off Independence Avenue, Ministerial Area | 0302610400/0302674762 | ecobank.com | custody@ecobank.com",https://ecobank.com
Custodians,Fidelity Bank Ghana LTD,"PMB 43 Cantonments | 1st Floor, Ridge Tower, 10 Ambassadorial Enclave, West Ridge - Accra | 0302819283 | fidelitybank.com.gh | fbglcustody@myfidelitybank.net",https://fidelitybank.com.gh
Custodians,First Atlantic Bank Limited,"P.O.Box CT 1620, Cantonments | Atlantic Place # 1 Seventh Avenue, Ridge-West | 0302 680825 / 0302 682203 | firstatlanticbank.com.gh | custody@firstatlanticbank.com.gh",https://firstatlanticbank.com.gh
Custodians,First National Bank Ghana LTD,"P.O.Box TU 23, Accra | 6th Floor Accra Financial Centre CNR Liberia and Independence Accra | 0502062945 | www.firstnationalbank.com.gh | custody@firstnationalbank.com.gh",https://www.firstnationalbank.com.gh
Custodians,GCB Bank Plc,"P. O. Box 134, Accra | GCB Building, No. 2 Thorpe Road, High Street, Accra | 0302662337 | gcbbank.com.gh | custodyservices@gcb.com.gh",https://gcbbank.com.gh
Custodians,Guaranty Trust Bank (Ghana) LTD,"PMB CT 416, Cantonments, Accra | 25A Castle Road, Ambassadorial Area, Ridge - Accra | 0302611560/ 0302680662 | gtbghana.com | gh.custody@gtbank.com",https://gtbghana.com
Custodians,OmniBSIC Bank Ghana Ltd.,"PMB CT 212 CANTONMENTS, ACCRA | PLOT NUMBER 16, ATLANTIC TOWER, AIRPORT CITY, LIBERIA ROAD | 0307-086000/0302-758555 | www.omnibsic.com.gh | info@omnibsic.com.gh",https://www.omnibsic.com.gh
Custodians,Prudential Bank Limited,"PMB GPO, Accra | #8 John Harmond Street, Ring Road Central, Accra | 0302781200-6 | www.prudentialbank.com.gh | treasury@prudentialbank.com.gh",https://www.prudentialbank.com.gh
Custodians,Republic Bank (Ghana) PLC,"P.O. Box CT 4603, Cantonments | Ebankese 6th Avenue, North Ridge, Accra | 0302224209/0302429555/0303931530 | www.republicghana.com | custodyservices@republicghana.com",https://www.republicghana.com
Custodians,Societe Generale Ghana PLC,"P.O Box 13119, Accra | 2nd Crescent, Royal Castle Road, Ring Road Central, Kokomlemle | 0302-208600/ 0302 202001/0302214314 | societegenerale.com.gh | info.sgghana@socgen.com",https://societegenerale.com.gh
Custodians,Stanbic Bank Ghana LTD,"P.O Box CT 2344, Cantonments | Stanbic Heights, 215 North Liberation Link, Airport City - Accra, Ghana | 0302610690 | www.stanbicbank.com.gh | custodyghana@stanbic.com.gh",https://www.stanbicbank.com.gh
Custodians,Standard Chartered Bank Ghana Plc,"P.O Box 768, Accra | 87 Independence Avenue, Ridge Accra | 0302610750 | www.sc.com/gh/ | feedback.ghana@sc.com; Premierservice.gh@sc.com",https://www.sc.com/gh/
Custodians,Universal Merchant Bank Limited,"P.O Box 401, Accra | SSNIT Emporium, Airport City | 0302666331 | myumbbank.com | custody@myumbbank.com",https://myumbbank.com
Custodians,Zenith Bank (Ghana) LTD,"P.M.B CT 393, Accra | Zenith Heights, 31 Independence Avenue, Accra | 0302429700 / 0302611500 | zenithbank.com.gh | custodianservices@zenithbank.com.gh",https://zenithbank.com.gh
Trustees,CalBank Plc,"P.O Box 14596, Accra | No. 23 Independence Avenue, Accra | 0302661260 | calbank.net | custodyservices@calbank.net",https://calbank.net
Trustees,Consolidated Bank Ghana LTD,"PMB CT 363 Cantonments Accra | South Liberation Link, Manet Tower 3, Airport City - Accra | 03002216000 | cbg.com.gh | talktous@cbg.com.gh",https://cbg.com.gh
Trustees,Fidelity Bank Ghana LTD,"PMB 43 Cantonments | 1st Floor, Ridge Tower, 10 Ambassadorial Enclave, West Ridge - Accra | 0302819283 | fidelitybank.com.gh | fbglcustody@myfidelitybank.net",https://fidelitybank.com.gh
Trustees,GCB Bank Plc,"P. O. Box 134, Accra | CB Building, Thorpe Road, High Street | 0302662337 | gcbbank.com.gh | custodyservices@gcb.com.gh",https://gcbbank.com.gh
Trustees,Guaranty Trust Bank (Ghana) LTD,"P. O Box CT416 Cantonments Accra | 25A Castle Road, Ambassadorial Area, Ridge - Accra | 0302611560/ 0302680662 | gtbghana.com | gh.custody@gtbank.com",https://gtbghana.com
Trustees,Prudential Bank Limited,"PMB General Post Office | #8 John Harmond Street, Ring Road Central, Accra | 0302781200-6 | www.prudentialbank.com.gh | treasury@prudentialbank.com.gh",https://www.prudentialbank.com.gh
Trustees,Standard Chartered Bank Plc,"P.O. Box 768 Accra | 87 Independence Avenue, Ridge Accra | 0302610750 | www.sc.com/gh | feedback.ghana@sc.com; Premierservice.gh@sc.com",https://www.sc.com/gh
Trustees,Universal Merchant Bank Limited,"P.O Box 401, Accra | SSNIT Emporium, Airport City | 0302666331 | myumbbank.com | custody@myumbbank.com",https://myumbbank.com
Registrars,Central Securities Depository (Ghana) Limited,"PMB CT 465. Accra | 4th Floor Cedi House, Accra Ghana. | 0302 689313/0302 689314 | www.csd.com.gh | info@csd.com.gh",https://www.csd.com.gh
Registrars,GCB Bank Limited,"Head Office, No. 2 Thorpe Road P. O. Box 134, Accra - Ghana | No. 2 Thorpe Road Accra | +233-302-668656 | www.gcbbank.com.gh | shares@gcb.com,gh",https://www.gcbbank.com.gh
Registrars,NTHC Limited,"P.O Box KIA 9563, Airport | Martco House 1st Floor Okai Mensah Link | 0302238492 | www.nthc.com.gh | info@nthc.com.gh",https://www.nthc.com.gh
Registrars,UMB Ghana Limited,P.O Box 401 | SSNIT Emporium Airport City | 0302667305 | www.myumbbank.com | registrar.services@myumbbank.com,https://www.myumbbank.com
Depositories,Central Securities Depository,"Central Securities Depository 4th Floor, Cedi House, Accra | 4th Floor, Cedi House | 0302689313/0302689314 | www.csd.com.gh | info@csd.com.gh",https://www.csd.com.gh
Securities Exchanges,Ghana Commodity Exchange,"P.O. Box CNT 8720 Ghana - West Africa | 2nd Floor - Africa Trade House, Corner of Cruickshank, Liberia Road Ridge, Accra Ghana - West Africa Digital Address : GA-077-0681 | 0302690670/0302690674/0302690675 | www.gcx.com.gh | contact@gcx.com.gh",https://www.gcx.com.gh
Securities Exchanges,Ghana Stock Exchange,"Ghana Stock Exchange 5th Floor, Cedi House,Liberia Avenue P.O. Box GP 1849, Accra | 5th &amp; 6th Floors, Cedi House, Liberia Road Accra | (+233) 302-669-908 (+233) 302-669-914 | www.gse.com.gh | info@gse.com.gh",https://www.gse.com.gh
